profileID,respID,qID,altID,obsID,type,price,freshness,image
78,152,8,3,1216,Honeycrisp,1.5,Poor,honeycrisp.jpg
13,153,1,1,1217,Honeycrisp,2,Excellent,honeycrisp.jpg
96,153,1,2,1217,Fuji,3.5,Poor,fuji.jpg
19,153,1,3,1217,Pink Lady,2.5,Excellent,pinkLady.jpg
103,153,2,1,1218,Honeycrisp,4,Poor,honeycrisp.jpg
41,153,2,2,1218,Fuji,1.5,Average,fuji.jpg
25,153,2,3,1218,Red Delicious,3,Excellent,redDelicious.jpg
102,153,3,1,1219,Gala,4,Poor,gala.jpg
21,153,3,2,1219,Fuji,3,Excellent,fuji.jpg
48,153,3,3,1219,Honeycrisp,2,Average,honeycrisp.jpg
64,153,4,1,1220,Pink Lady,3.5,Average,pinkLady.jpg
97,153,4,2,1220,Gala,3.5,Poor,gala.jpg
23,153,4,3,1220,Honeycrisp,3,Excellent,honeycrisp.jpg
105,153,5,1,1221,Red Delicious,4,Poor,redDelicious.jpg
13,153,5,2,1221,Honeycrisp,2,Excellent,honeycrisp.jpg
53,153,5,3,1221,Honeycrisp,2.5,Average,honeycrisp.jpg
71,153,6,1,1222,Fuji,1,Poor,fuji.jpg
24,153,6,2,1222,Pink Lady,3,Excellent,pinkLady.jpg
32,153,6,3,1222,Gala,4,Excellent,gala.jpg
78,153,7,1,1223,Honeycrisp,1.5,Poor,honeycrisp.jpg
2,153,7,2,1223,Gala,1,Excellent,gala.jpg
7,153,7,3,1223,Gala,1.5,Excellent,gala.jpg
12,153,8,1,1224,Gala,2,Excellent,gala.jpg
1,153,8,2,1224,Fuji,1,Excellent,fuji.jpg
10,153,8,3,1224,Red Delicious,1.5,Excellent,redDelicious.jpg
41,154,1,1,1225,Fuji,1.5,Average,fuji.jpg
38,154,1,2,1225,Honeycrisp,1,Average,honeycrisp.jpg
66,154,1,3,1225,Fuji,4,Average,fuji.jpg
66,154,2,1,1226,Fuji,4,Average,fuji.jpg
96,154,2,2,1226,Fuji,3.5,Poor,fuji.jpg
105,154,2,3,1226,Red Delicious,4,Poor,redDelicious.jpg
82,154,3,1,1227,Gala,2,Poor,gala.jpg
19,154,3,2,1227,Pink Lady,2.5,Excellent,pinkLady.jpg
92,154,3,3,1227,Gala,3,Poor,gala.jpg
31,154,4,1,1228,Fuji,4,Excellent,fuji.jpg
79,154,4,2,1228,Pink Lady,1.5,Poor,pinkLady.jpg
53,154,4,3,1228,Honeycrisp,2.5,Average,honeycrisp.jpg
12,154,5,1,1229,Gala,2,Excellent,gala.jpg
25,154,5,2,1229,Red Delicious,3,Excellent,redDelicious.jpg
61,154,5,3,1229,Fuji,3.5,Average,fuji.jpg
26,154,6,1,1230,Fuji,3.5,Excellent,fuji.jpg
38,154,6,2,1230,Honeycrisp,1,Average,honeycrisp.jpg
51,154,6,3,1230,Fuji,2.5,Average,fuji.jpg
102,154,7,1,1231,Gala,4,Poor,gala.jpg
36,154,7,2,1231,Fuji,1,Average,fuji.jpg
89,154,7,3,1231,Pink Lady,2.5,Poor,pinkLady.jpg
13,154,8,1,1232,Honeycrisp,2,Excellent,honeycrisp.jpg
52,154,8,2,1232,Gala,2.5,Average,gala.jpg
44,154,8,3,1232,Pink Lady,1.5,Average,pinkLady.jpg
40,155,1,1,1233,Red Delicious,1,Average,redDelicious.jpg
21,155,1,2,1233,Fuji,3,Excellent,fuji.jpg
48,155,1,3,1233,Honeycrisp,2,Average,honeycrisp.jpg
62,155,2,1,1234,Gala,3.5,Average,gala.jpg
94,155,2,2,1234,Pink Lady,3,Poor,pinkLady.jpg
66,155,2,3,1234,Fuji,4,Average,fuji.jpg
27,155,3,1,1235,Gala,3.5,Excellent,gala.jpg
48,155,3,2,1235,Honeycrisp,2,Average,honeycrisp.jpg
35,155,3,3,1235,Red Delicious,4,Excellent,redDelicious.jpg
51,155,4,1,1236,Fuji,2.5,Average,fuji.jpg
36,155,4,2,1236,Fuji,1,Average,fuji.jpg
62,155,4,3,1236,Gala,3.5,Average,gala.jpg
44,155,5,1,1237,Pink Lady,1.5,Average,pinkLady.jpg
96,155,5,2,1237,Fuji,3.5,Poor,fuji.jpg
58,155,5,3,1237,Honeycrisp,3,Average,honeycrisp.jpg
94,155,6,1,1238,Pink Lady,3,Poor,pinkLady.jpg
11,155,6,2,1238,Fuji,2,Excellent,fuji.jpg
16,155,6,3,1238,Fuji,2.5,Excellent,fuji.jpg
61,155,7,1,1239,Fuji,3.5,Average,fuji.jpg
35,155,7,2,1239,Red Delicious,4,Excellent,redDelicious.jpg
14,155,7,3,1239,Pink Lady,2,Excellent,pinkLady.jpg
20,155,8,1,1240,Red Delicious,2.5,Excellent,redDelicious.jpg
56,155,8,2,1240,Fuji,3,Average,fuji.jpg
78,155,8,3,1240,Honeycrisp,1.5,Poor,honeycrisp.jpg
95,156,1,1,1241,Red Delicious,3,Poor,redDelicious.jpg
72,156,1,2,1241,Gala,1,Poor,gala.jpg
12,156,1,3,1241,Gala,2,Excellent,gala.jpg
19,156,2,1,1242,Pink Lady,2.5,Excellent,pinkLady.jpg
60,156,2,2,1242,Red Delicious,3,Average,redDelicious.jpg
20,156,2,3,1242,Red Delicious,2.5,Excellent,redDelicious.jpg
79,156,3,1,1243,Pink Lady,1.5,Poor,pinkLady.jpg
88,156,3,2,1243,Honeycrisp,2.5,Poor,honeycrisp.jpg
104,156,3,3,1243,Pink Lady,4,Poor,pinkLady.jpg
69,156,4,1,1244,Pink Lady,4,Average,pinkLady.jpg
90,156,4,2,1244,Red Delicious,2.5,Poor,redDelicious.jpg
61,156,4,3,1244,Fuji,3.5,Average,fuji.jpg
44,156,5,1,1245,Pink Lady,1.5,Average,pinkLady.jpg
4,156,5,2,1245,Pink Lady,1,Excellent,pinkLady.jpg
45,156,5,3,1245,Red Delicious,1.5,Average,redDelicious.jpg
35,156,6,1,1246,Red Delicious,4,Excellent,redDelicious.jpg
11,156,6,2,1246,Fuji,2,Excellent,fuji.jpg
24,156,6,3,1246,Pink Lady,3,Excellent,pinkLady.jpg
61,156,7,1,1247,Fuji,3.5,Average,fuji.jpg
6,156,7,2,1247,Fuji,1.5,Excellent,fuji.jpg
27,156,7,3,1247,Gala,3.5,Excellent,gala.jpg
71,156,8,1,1248,Fuji,1,Poor,fuji.jpg
6,156,8,2,1248,Fuji,1.5,Excellent,fuji.jpg
91,156,8,3,1248,Fuji,3,Poor,fuji.jpg
101,157,1,1,1249,Fuji,4,Poor,fuji.jpg
69,157,1,2,1249,Pink Lady,4,Average,pinkLady.jpg
44,157,1,3,1249,Pink Lady,1.5,Average,pinkLady.jpg
1,157,2,1,1250,Fuji,1,Excellent,fuji.jpg
103,157,2,2,1250,Honeycrisp,4,Poor,honeycrisp.jpg
53,157,2,3,1250,Honeycrisp,2.5,Average,honeycrisp.jpg
76,157,3,1,1251,Fuji,1.5,Poor,fuji.jpg
20,157,3,2,1251,Red Delicious,2.5,Excellent,redDelicious.jpg
99,157,3,3,1251,Pink Lady,3.5,Poor,pinkLady.jpg
47,157,4,1,1252,Gala,2,Average,gala.jpg
10,157,4,2,1252,Red Delicious,1.5,Excellent,redDelicious.jpg
101,157,4,3,1252,Fuji,4,Poor,fuji.jpg
32,157,5,1,1253,Gala,4,Excellent,gala.jpg
18,157,5,2,1253,Honeycrisp,2.5,Excellent,honeycrisp.jpg
84,157,5,3,1253,Pink Lady,2,Poor,pinkLady.jpg
13,157,6,1,1254,Honeycrisp,2,Excellent,honeycrisp.jpg
100,157,6,2,1254,Red Delicious,3.5,Poor,redDelicious.jpg
86,157,6,3,1254,Fuji,2.5,Poor,fuji.jpg
83,157,7,1,1255,Honeycrisp,2,Poor,honeycrisp.jpg
40,157,7,2,1255,Red Delicious,1,Average,redDelicious.jpg
43,157,7,3,1255,Honeycrisp,1.5,Average,honeycrisp.jpg
53,157,8,1,1256,Honeycrisp,2.5,Average,honeycrisp.jpg
30,157,8,2,1256,Red Delicious,3.5,Excellent,redDelicious.jpg
89,157,8,3,1256,Pink Lady,2.5,Poor,pinkLady.jpg
15,158,1,1,1257,Red Delicious,2,Excellent,redDelicious.jpg
82,158,1,2,1257,Gala,2,Poor,gala.jpg
48,158,1,3,1257,Honeycrisp,2,Average,honeycrisp.jpg
4,158,2,1,1258,Pink Lady,1,Excellent,pinkLady.jpg
37,158,2,2,1258,Gala,1,Average,gala.jpg
17,158,2,3,1258,Gala,2.5,Excellent,gala.jpg
99,158,3,1,1259,Pink Lady,3.5,Poor,pinkLady.jpg
59,158,3,2,1259,Pink Lady,3,Average,pinkLady.jpg
61,158,3,3,1259,Fuji,3.5,Average,fuji.jpg
58,158,4,1,1260,Honeycrisp,3,Average,honeycrisp.jpg
71,158,4,2,1260,Fuji,1,Poor,fuji.jpg
21,158,4,3,1260,Fuji,3,Excellent,fuji.jpg
89,158,5,1,1261,Pink Lady,2.5,Poor,pinkLady.jpg
74,158,5,2,1261,Pink Lady,1,Poor,pinkLady.jpg
23,158,5,3,1261,Honeycrisp,3,Excellent,honeycrisp.jpg
13,158,6,1,1262,Honeycrisp,2,Excellent,honeycrisp.jpg
10,158,6,2,1262,Red Delicious,1.5,Excellent,redDelicious.jpg
101,158,6,3,1262,Fuji,4,Poor,fuji.jpg
28,158,7,1,1263,Honeycrisp,3.5,Excellent,honeycrisp.jpg
94,158,7,2,1263,Pink Lady,3,Poor,pinkLady.jpg
91,158,7,3,1263,Fuji,3,Poor,fuji.jpg
56,158,8,1,1264,Fuji,3,Average,fuji.jpg
26,158,8,2,1264,Fuji,3.5,Excellent,fuji.jpg
43,158,8,3,1264,Honeycrisp,1.5,Average,honeycrisp.jpg
82,159,1,1,1265,Gala,2,Poor,gala.jpg
33,159,1,2,1265,Honeycrisp,4,Excellent,honeycrisp.jpg
75,159,1,3,1265,Red Delicious,1,Poor,redDelicious.jpg
16,159,2,1,1266,Fuji,2.5,Excellent,fuji.jpg
100,159,2,2,1266,Red Delicious,3.5,Poor,redDelicious.jpg
9,159,2,3,1266,Pink Lady,1.5,Excellent,pinkLady.jpg
79,159,3,1,1267,Pink Lady,1.5,Poor,pinkLady.jpg
37,159,3,2,1267,Gala,1,Average,gala.jpg
60,159,3,3,1267,Red Delicious,3,Average,redDelicious.jpg
35,159,4,1,1268,Red Delicious,4,Excellent,redDelicious.jpg
92,159,4,2,1268,Gala,3,Poor,gala.jpg
95,159,4,3,1268,Red Delicious,3,Poor,redDelicious.jpg
43,159,5,1,1269,Honeycrisp,1.5,Average,honeycrisp.jpg
7,159,5,2,1269,Gala,1.5,Excellent,gala.jpg
51,159,5,3,1269,Fuji,2.5,Average,fuji.jpg
33,159,6,1,1270,Honeycrisp,4,Excellent,honeycrisp.jpg
14,159,6,2,1270,Pink Lady,2,Excellent,pinkLady.jpg
16,159,6,3,1270,Fuji,2.5,Excellent,fuji.jpg
1,159,7,1,1271,Fuji,1,Excellent,fuji.jpg
45,159,7,2,1271,Red Delicious,1.5,Average,redDelicious.jpg
44,159,7,3,1271,Pink Lady,1.5,Average,pinkLady.jpg
36,159,8,1,1272,Fuji,1,Average,fuji.jpg
25,159,8,2,1272,Red Delicious,3,Excellent,redDelicious.jpg
63,159,8,3,1272,Honeycrisp,3.5,Average,honeycrisp.jpg
58,160,1,1,1273,Honeycrisp,3,Average,honeycrisp.jpg
43,160,1,2,1273,Honeycrisp,1.5,Average,honeycrisp.jpg
44,160,1,3,1273,Pink Lady,1.5,Average,pinkLady.jpg
5,160,2,1,1274,Red Delicious,1,Excellent,redDelicious.jpg
104,160,2,2,1274,Pink Lady,4,Poor,pinkLady.jpg
2,160,2,3,1274,Gala,1,Excellent,gala.jpg
34,160,3,1,1275,Pink Lady,4,Excellent,pinkLady.jpg
29,160,3,2,1275,Pink Lady,3.5,Excellent,pinkLady.jpg
90,160,3,3,1275,Red Delicious,2.5,Poor,redDelicious.jpg
57,160,4,1,1276,Gala,3,Average,gala.jpg
67,160,4,2,1276,Gala,4,Average,gala.jpg
70,160,4,3,1276,Red Delicious,4,Average,redDelicious.jpg
32,160,5,1,1277,Gala,4,Excellent,gala.jpg
56,160,5,2,1277,Fuji,3,Average,fuji.jpg
85,160,5,3,1277,Red Delicious,2,Poor,redDelicious.jpg
25,160,6,1,1278,Red Delicious,3,Excellent,redDelicious.jpg
80,160,6,2,1278,Red Delicious,1.5,Poor,redDelicious.jpg
70,160,6,3,1278,Red Delicious,4,Average,redDelicious.jpg
17,160,7,1,1279,Gala,2.5,Excellent,gala.jpg
38,160,7,2,1279,Honeycrisp,1,Average,honeycrisp.jpg
48,160,7,3,1279,Honeycrisp,2,Average,honeycrisp.jpg
9,160,8,1,1280,Pink Lady,1.5,Excellent,pinkLady.jpg
66,160,8,2,1280,Fuji,4,Average,fuji.jpg
73,160,8,3,1280,Honeycrisp,1,Poor,honeycrisp.jpg
61,161,1,1,1281,Fuji,3.5,Average,fuji.jpg
47,161,1,2,1281,Gala,2,Average,gala.jpg
62,161,1,3,1281,Gala,3.5,Average,gala.jpg
31,161,2,1,1282,Fuji,4,Excellent,fuji.jpg
74,161,2,2,1282,Pink Lady,1,Poor,pinkLady.jpg
69,161,2,3,1282,Pink Lady,4,Average,pinkLady.jpg
58,161,3,1,1283,Honeycrisp,3,Average,honeycrisp.jpg
52,161,3,2,1283,Gala,2.5,Average,gala.jpg
30,161,3,3,1283,Red Delicious,3.5,Excellent,redDelicious.jpg
102,161,4,1,1284,Gala,4,Poor,gala.jpg
98,161,4,2,1284,Honeycrisp,3.5,Poor,honeycrisp.jpg
70,161,4,3,1284,Red Delicious,4,Average,redDelicious.jpg
101,161,5,1,1285,Fuji,4,Poor,fuji.jpg
51,161,5,2,1285,Fuji,2.5,Average,fuji.jpg
36,161,5,3,1285,Fuji,1,Average,fuji.jpg
80,161,6,1,1286,Red Delicious,1.5,Poor,redDelicious.jpg
79,161,6,2,1286,Pink Lady,1.5,Poor,pinkLady.jpg
46,161,6,3,1286,Fuji,2,Average,fuji.jpg
68,161,7,1,1287,Honeycrisp,4,Average,honeycrisp.jpg
4,161,7,2,1287,Pink Lady,1,Excellent,pinkLady.jpg
21,161,7,3,1287,Fuji,3,Excellent,fuji.jpg
56,161,8,1,1288,Fuji,3,Average,fuji.jpg
85,161,8,2,1288,Red Delicious,2,Poor,redDelicious.jpg
48,161,8,3,1288,Honeycrisp,2,Average,honeycrisp.jpg
8,162,1,1,1289,Honeycrisp,1.5,Excellent,honeycrisp.jpg
56,162,1,2,1289,Fuji,3,Average,fuji.jpg
73,162,1,3,1289,Honeycrisp,1,Poor,honeycrisp.jpg
37,162,2,1,1290,Gala,1,Average,gala.jpg
92,162,2,2,1290,Gala,3,Poor,gala.jpg
10,162,2,3,1290,Red Delicious,1.5,Excellent,redDelicious.jpg
69,162,3,1,1291,Pink Lady,4,Average,pinkLady.jpg
102,162,3,2,1291,Gala,4,Poor,gala.jpg
78,162,3,3,1291,Honeycrisp,1.5,Poor,honeycrisp.jpg
2,162,4,1,1292,Gala,1,Excellent,gala.jpg
49,162,4,2,1292,Pink Lady,2,Average,pinkLady.jpg
12,162,4,3,1292,Gala,2,Excellent,gala.jpg
1,162,5,1,1293,Fuji,1,Excellent,fuji.jpg
68,162,5,2,1293,Honeycrisp,4,Average,honeycrisp.jpg
75,162,5,3,1293,Red Delicious,1,Poor,redDelicious.jpg
95,162,6,1,1294,Red Delicious,3,Poor,redDelicious.jpg
55,162,6,2,1294,Red Delicious,2.5,Average,redDelicious.jpg
86,162,6,3,1294,Fuji,2.5,Poor,fuji.jpg
20,162,7,1,1295,Red Delicious,2.5,Excellent,redDelicious.jpg
50,162,7,2,1295,Red Delicious,2,Average,redDelicious.jpg
73,162,7,3,1295,Honeycrisp,1,Poor,honeycrisp.jpg
79,162,8,1,1296,Pink Lady,1.5,Poor,pinkLady.jpg
53,162,8,2,1296,Honeycrisp,2.5,Average,honeycrisp.jpg
33,162,8,3,1296,Honeycrisp,4,Excellent,honeycrisp.jpg
32,163,1,1,1297,Gala,4,Excellent,gala.jpg
43,163,1,2,1297,Honeycrisp,1.5,Average,honeycrisp.jpg
20,163,1,3,1297,Red Delicious,2.5,Excellent,redDelicious.jpg
102,163,2,1,1298,Gala,4,Poor,gala.jpg
83,163,2,2,1298,Honeycrisp,2,Poor,honeycrisp.jpg
94,163,2,3,1298,Pink Lady,3,Poor,pinkLady.jpg
79,163,3,1,1299,Pink Lady,1.5,Poor,pinkLady.jpg
64,163,3,2,1299,Pink Lady,3.5,Average,pinkLady.jpg
89,163,3,3,1299,Pink Lady,2.5,Poor,pinkLady.jpg
68,163,4,1,1300,Honeycrisp,4,Average,honeycrisp.jpg
59,163,4,2,1300,Pink Lady,3,Average,pinkLady.jpg
85,163,4,3,1300,Red Delicious,2,Poor,redDelicious.jpg
8,163,5,1,1301,Honeycrisp,1.5,Excellent,honeycrisp.jpg
41,163,5,2,1301,Fuji,1.5,Average,fuji.jpg
16,163,5,3,1301,Fuji,2.5,Excellent,fuji.jpg
37,163,6,1,1302,Gala,1,Average,gala.jpg
17,163,6,2,1302,Gala,2.5,Excellent,gala.jpg
75,163,6,3,1302,Red Delicious,1,Poor,redDelicious.jpg
67,163,7,1,1303,Gala,4,Average,gala.jpg
8,163,7,2,1303,Honeycrisp,1.5,Excellent,honeycrisp.jpg
20,163,7,3,1303,Red Delicious,2.5,Excellent,redDelicious.jpg
77,163,8,1,1304,Gala,1.5,Poor,gala.jpg
43,163,8,2,1304,Honeycrisp,1.5,Average,honeycrisp.jpg
23,163,8,3,1304,Honeycrisp,3,Excellent,honeycrisp.jpg
40,164,1,1,1305,Red Delicious,1,Average,redDelicious.jpg
26,164,1,2,1305,Fuji,3.5,Excellent,fuji.jpg
46,164,1,3,1305,Fuji,2,Average,fuji.jpg
56,164,2,1,1306,Fuji,3,Average,fuji.jpg
71,164,2,2,1306,Fuji,1,Poor,fuji.jpg
29,164,2,3,1306,Pink Lady,3.5,Excellent,pinkLady.jpg
33,164,3,1,1307,Honeycrisp,4,Excellent,honeycrisp.jpg
82,164,3,2,1307,Gala,2,Poor,gala.jpg
68,164,3,3,1307,Honeycrisp,4,Average,honeycrisp.jpg
29,164,4,1,1308,Pink Lady,3.5,Excellent,pinkLady.jpg
64,164,4,2,1308,Pink Lady,3.5,Average,pinkLady.jpg
4,164,4,3,1308,Pink Lady,1,Excellent,pinkLady.jpg
46,164,5,1,1309,Fuji,2,Average,fuji.jpg
64,164,5,2,1309,Pink Lady,3.5,Average,pinkLady.jpg
82,164,5,3,1309,Gala,2,Poor,gala.jpg
65,164,6,1,1310,Red Delicious,3.5,Average,redDelicious.jpg
42,164,6,2,1310,Gala,1.5,Average,gala.jpg
58,164,6,3,1310,Honeycrisp,3,Average,honeycrisp.jpg
53,164,7,1,1311,Honeycrisp,2.5,Average,honeycrisp.jpg
60,164,7,2,1311,Red Delicious,3,Average,redDelicious.jpg
69,164,7,3,1311,Pink Lady,4,Average,pinkLady.jpg
82,164,8,1,1312,Gala,2,Poor,gala.jpg
101,164,8,2,1312,Fuji,4,Poor,fuji.jpg
40,164,8,3,1312,Red Delicious,1,Average,redDelicious.jpg
1,165,1,1,1313,Fuji,1,Excellent,fuji.jpg
53,165,1,2,1313,Honeycrisp,2.5,Average,honeycrisp.jpg
26,165,1,3,1313,Fuji,3.5,Excellent,fuji.jpg
39,165,2,1,1314,Pink Lady,1,Average,pinkLady.jpg
35,165,2,2,1314,Red Delicious,4,Excellent,redDelicious.jpg
10,165,2,3,1314,Red Delicious,1.5,Excellent,redDelicious.jpg
51,165,3,1,1315,Fuji,2.5,Average,fuji.jpg
101,165,3,2,1315,Fuji,4,Poor,fuji.jpg
70,165,3,3,1315,Red Delicious,4,Average,redDelicious.jpg
59,165,4,1,1316,Pink Lady,3,Average,pinkLady.jpg
104,165,4,2,1316,Pink Lady,4,Poor,pinkLady.jpg
5,165,4,3,1316,Red Delicious,1,Excellent,redDelicious.jpg
102,165,5,1,1317,Gala,4,Poor,gala.jpg
66,165,5,2,1317,Fuji,4,Average,fuji.jpg
4,165,5,3,1317,Pink Lady,1,Excellent,pinkLady.jpg
101,165,6,1,1318,Fuji,4,Poor,fuji.jpg
24,165,6,2,1318,Pink Lady,3,Excellent,pinkLady.jpg
18,165,6,3,1318,Honeycrisp,2.5,Excellent,honeycrisp.jpg
21,165,7,1,1319,Fuji,3,Excellent,fuji.jpg
89,165,7,2,1319,Pink Lady,2.5,Poor,pinkLady.jpg
82,165,7,3,1319,Gala,2,Poor,gala.jpg
3,165,8,1,1320,Honeycrisp,1,Excellent,honeycrisp.jpg
32,165,8,2,1320,Gala,4,Excellent,gala.jpg
50,165,8,3,1320,Red Delicious,2,Average,redDelicious.jpg
17,166,1,1,1321,Gala,2.5,Excellent,gala.jpg
40,166,1,2,1321,Red Delicious,1,Average,redDelicious.jpg
74,166,1,3,1321,Pink Lady,1,Poor,pinkLady.jpg
85,166,2,1,1322,Red Delicious,2,Poor,redDelicious.jpg
11,166,2,2,1322,Fuji,2,Excellent,fuji.jpg
48,166,2,3,1322,Honeycrisp,2,Average,honeycrisp.jpg
10,166,3,1,1323,Red Delicious,1.5,Excellent,redDelicious.jpg
90,166,3,2,1323,Red Delicious,2.5,Poor,redDelicious.jpg
104,166,3,3,1323,Pink Lady,4,Poor,pinkLady.jpg
75,166,4,1,1324,Red Delicious,1,Poor,redDelicious.jpg
73,166,4,2,1324,Honeycrisp,1,Poor,honeycrisp.jpg
47,166,4,3,1324,Gala,2,Average,gala.jpg
71,166,5,1,1325,Fuji,1,Poor,fuji.jpg
84,166,5,2,1325,Pink Lady,2,Poor,pinkLady.jpg
63,166,5,3,1325,Honeycrisp,3.5,Average,honeycrisp.jpg
92,166,6,1,1326,Gala,3,Poor,gala.jpg
7,166,6,2,1326,Gala,1.5,Excellent,gala.jpg
41,166,6,3,1326,Fuji,1.5,Average,fuji.jpg
38,166,7,1,1327,Honeycrisp,1,Average,honeycrisp.jpg
101,166,7,2,1327,Fuji,4,Poor,fuji.jpg
105,166,7,3,1327,Red Delicious,4,Poor,redDelicious.jpg
8,166,8,1,1328,Honeycrisp,1.5,Excellent,honeycrisp.jpg
73,166,8,2,1328,Honeycrisp,1,Poor,honeycrisp.jpg
61,166,8,3,1328,Fuji,3.5,Average,fuji.jpg
35,167,1,1,1329,Red Delicious,4,Excellent,redDelicious.jpg
93,167,1,2,1329,Honeycrisp,3,Poor,honeycrisp.jpg
105,167,1,3,1329,Red Delicious,4,Poor,redDelicious.jpg
72,167,2,1,1330,Gala,1,Poor,gala.jpg
30,167,2,2,1330,Red Delicious,3.5,Excellent,redDelicious.jpg
7,167,2,3,1330,Gala,1.5,Excellent,gala.jpg
7,167,3,1,1331,Gala,1.5,Excellent,gala.jpg
16,167,3,2,1331,Fuji,2.5,Excellent,fuji.jpg
35,167,3,3,1331,Red Delicious,4,Excellent,redDelicious.jpg
22,167,4,1,1332,Gala,3,Excellent,gala.jpg
14,167,4,2,1332,Pink Lady,2,Excellent,pinkLady.jpg
18,167,4,3,1332,Honeycrisp,2.5,Excellent,honeycrisp.jpg
57,167,5,1,1333,Gala,3,Average,gala.jpg
35,167,5,2,1333,Red Delicious,4,Excellent,redDelicious.jpg
54,167,5,3,1333,Pink Lady,2.5,Average,pinkLady.jpg
2,167,6,1,1334,Gala,1,Excellent,gala.jpg
18,167,6,2,1334,Honeycrisp,2.5,Excellent,honeycrisp.jpg
77,167,6,3,1334,Gala,1.5,Poor,gala.jpg
4,167,7,1,1335,Pink Lady,1,Excellent,pinkLady.jpg
40,167,7,2,1335,Red Delicious,1,Average,redDelicious.jpg
43,167,7,3,1335,Honeycrisp,1.5,Average,honeycrisp.jpg
74,167,8,1,1336,Pink Lady,1,Poor,pinkLady.jpg
68,167,8,2,1336,Honeycrisp,4,Average,honeycrisp.jpg
56,167,8,3,1336,Fuji,3,Average,fuji.jpg
101,168,1,1,1337,Fuji,4,Poor,fuji.jpg
31,168,1,2,1337,Fuji,4,Excellent,fuji.jpg
90,168,1,3,1337,Red Delicious,2.5,Poor,redDelicious.jpg
86,168,2,1,1338,Fuji,2.5,Poor,fuji.jpg
37,168,2,2,1338,Gala,1,Average,gala.jpg
27,168,2,3,1338,Gala,3.5,Excellent,gala.jpg
71,168,3,1,1339,Fuji,1,Poor,fuji.jpg
4,168,3,2,1339,Pink Lady,1,Excellent,pinkLady.jpg
54,168,3,3,1339,Pink Lady,2.5,Average,pinkLady.jpg
6,168,4,1,1340,Fuji,1.5,Excellent,fuji.jpg
33,168,4,2,1340,Honeycrisp,4,Excellent,honeycrisp.jpg
18,168,4,3,1340,Honeycrisp,2.5,Excellent,honeycrisp.jpg
41,168,5,1,1341,Fuji,1.5,Average,fuji.jpg
52,168,5,2,1341,Gala,2.5,Average,gala.jpg
85,168,5,3,1341,Red Delicious,2,Poor,redDelicious.jpg
101,168,6,1,1342,Fuji,4,Poor,fuji.jpg
19,168,6,2,1342,Pink Lady,2.5,Excellent,pinkLady.jpg
58,168,6,3,1342,Honeycrisp,3,Average,honeycrisp.jpg
63,168,7,1,1343,Honeycrisp,3.5,Average,honeycrisp.jpg
83,168,7,2,1343,Honeycrisp,2,Poor,honeycrisp.jpg
13,168,7,3,1343,Honeycrisp,2,Excellent,honeycrisp.jpg
101,168,8,1,1344,Fuji,4,Poor,fuji.jpg
81,168,8,2,1344,Fuji,2,Poor,fuji.jpg
54,168,8,3,1344,Pink Lady,2.5,Average,pinkLady.jpg
7,169,1,1,1345,Gala,1.5,Excellent,gala.jpg
30,169,1,2,1345,Red Delicious,3.5,Excellent,redDelicious.jpg
97,169,1,3,1345,Gala,3.5,Poor,gala.jpg
76,169,2,1,1346,Fuji,1.5,Poor,fuji.jpg
87,169,2,2,1346,Gala,2.5,Poor,gala.jpg
68,169,2,3,1346,Honeycrisp,4,Average,honeycrisp.jpg
72,169,3,1,1347,Gala,1,Poor,gala.jpg
13,169,3,2,1347,Honeycrisp,2,Excellent,honeycrisp.jpg
34,169,3,3,1347,Pink Lady,4,Excellent,pinkLady.jpg
48,169,4,1,1348,Honeycrisp,2,Average,honeycrisp.jpg
43,169,4,2,1348,Honeycrisp,1.5,Average,honeycrisp.jpg
104,169,4,3,1348,Pink Lady,4,Poor,pinkLady.jpg
23,169,5,1,1349,Honeycrisp,3,Excellent,honeycrisp.jpg
85,169,5,2,1349,Red Delicious,2,Poor,redDelicious.jpg
60,169,5,3,1349,Red Delicious,3,Average,redDelicious.jpg
48,169,6,1,1350,Honeycrisp,2,Average,honeycrisp.jpg
3,169,6,2,1350,Honeycrisp,1,Excellent,honeycrisp.jpg
53,169,6,3,1350,Honeycrisp,2.5,Average,honeycrisp.jpg
100,169,7,1,1351,Red Delicious,3.5,Poor,redDelicious.jpg
59,169,7,2,1351,Pink Lady,3,Average,pinkLady.jpg
24,169,7,3,1351,Pink Lady,3,Excellent,pinkLady.jpg
96,169,8,1,1352,Fuji,3.5,Poor,fuji.jpg
42,169,8,2,1352,Gala,1.5,Average,gala.jpg
104,169,8,3,1352,Pink Lady,4,Poor,pinkLady.jpg
43,170,1,1,1353,Honeycrisp,1.5,Average,honeycrisp.jpg
101,170,1,2,1353,Fuji,4,Poor,fuji.jpg
11,170,1,3,1353,Fuji,2,Excellent,fuji.jpg
23,170,2,1,1354,Honeycrisp,3,Excellent,honeycrisp.jpg
5,170,2,2,1354,Red Delicious,1,Excellent,redDelicious.jpg
70,170,2,3,1354,Red Delicious,4,Average,redDelicious.jpg
30,170,3,1,1355,Red Delicious,3.5,Excellent,redDelicious.jpg
37,170,3,2,1355,Gala,1,Average,gala.jpg
28,170,3,3,1355,Honeycrisp,3.5,Excellent,honeycrisp.jpg
73,170,4,1,1356,Honeycrisp,1,Poor,honeycrisp.jpg
